Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30
1.106607732419122,1.1059402205855937,1.1010192684132893,1.098775133600927,1.0907241515652983,1.1107046203374817,1.1091304262018418,1.1151730422468624,1.1284670241860666,1.1361105453380618,1.1336463084843564,1.1422645186303066,1.1508036585497425,1.1608583473999834,1.1798128797123775,1.1830470543568283,1.2097450829059704,1.2038795106971978,1.233962944177253,1.2277329838646278,1.2324211546376878,1.2451847965497531,1.2914405354203338,1.2972304726952808,1.3153933501197423,1.3156108867214948,1.3324294539337322,1.3486280380457796,1.3752365256056935,1.3720287724957212
1.0858404933659473,1.0836438353819702,1.0895571517598979,1.1099429842447763,1.098100193387312,1.1184173692335309,1.1144703219809047,1.1289994190749026,1.1328416935408963,1.1361491303228446,1.141995407599247,1.1378898524762278,1.1687969898135755,1.156588352861053,1.17025951330764,1.2057689871228632,1.1808447086211122,1.2174485575716374,1.2221821654809668,1.2254931148876602,1.2337924567084522,1.26945926140221,1.300505775997381,1.3116269615027016,1.3169958598404488,1.325807293898263,1.3314497045921303,1.3587775376056175,1.360454295810886,1.359489823489591
1.1049711224977,1.095347502885037,1.0926462642525538,1.1056436627517003,1.1070629171679185,1.1115360173068807,1.1207826778098187,1.1094915057532628,1.1465619107228728,1.1193704413224812,1.137997491160403,1.1401291186600393,1.154137670842006,1.1635551534691186,1.1799654766831358,1.1826644299622595,1.2029762041267262,1.2149103737888773,1.2107589362422042,1.2441216551155816,1.2335086345485262,1.2651911699584384,1.2888697019999449,1.2885053541255542,1.2995329160427551,1.3174487622650617,1.3393997021892754,1.3653262796511927,1.3708093975240934,1.3576440937531395
1.0964986507478927,1.111072041944236,1.0909917423186324,1.11359833581151,1.097257102553777,1.1174137734176621,1.1102306221836298,1.126910400771354,1.1364824088531384,1.1341628614851866,1.1808307653690147,1.1447322627527703,1.162707242510521,1.168077594512965,1.1651049781877558,1.1742071191821206,1.2042722104092063,1.2037426195068086,1.2147510002644368,1.224779584064349,1.2425290667039934,1.2639936411449442,1.261833992589023,1.3039990555481356,1.3046774542479913,1.3178727355040853,1.3213770254422186,1.3623190720171572,1.3833381928267723,1.378330897050976
1.108980114587194,1.1062268933066692,1.1214508239735106,1.1021220305795056,1.116728890519629,1.107163393997213,1.1212069505010345,1.13697899234421,1.1410014891367823,1.1577983808691228,1.1461412448551507,1.160340938790413,1.156596638441483,1.175326647128536,1.204381899313091,1.192427385301142,1.220380786048077,1.218445605989521,1.225208943310298,1.2363197304795956,1.2739097352838713,1.261042140566791,1.2712756738123743,1.305179594668029,1.2941605182384357,1.3062141827477107,1.3245002602849907,1.3498562435295327,1.3637767530628504,1.378880977704507
1.1146821961340414,1.1246595477272858,1.0907010421986008,1.1176319864563122,1.1228610648143487,1.114578227471753,1.1217336896721883,1.1064036160181914,1.1298192958024569,1.1334722113706934,1.1585305205271685,1.1563378851418409,1.1824186747388632,1.1818426035828609,1.1795985008654082,1.2169978820096572,1.2114709347379182,1.2134842103208285,1.2236390230419347,1.2435843492453547,1.2516685749340632,1.264984235429363,1.278134848924406,1.2968327182180939,1.294428693363392,1.32626862944266,1.3492236756367486,1.3504977161451008,1.3622576578804095,1.3824237899287106
1.114633432223236,1.1058509002343229,1.1090382129306937,1.123908902549459,1.145718176383943,1.1189990661017273,1.1244026940715217,1.1308476372599223,1.1548860418917741,1.146707023076526,1.150818641681819,1.165388856645677,1.1817037284390757,1.166360142487746,1.1843634855650034,1.2028492954406897,1.2102281139127822,1.2157046182284617,1.24409202998246,1.2465052319965813,1.2608528432111457,1.2826038025153224,1.2883126482814815,1.3025697911727108,1.3012508642116212,1.3484492707557727,1.3216816956408566,1.3646828408606868,1.3710184353421617,1.4044933789470255
1.1235178437335553,1.1131259769282782,1.1085287814859626,1.1308311862055591,1.123783243526282,1.133305375131614,1.1410717541091144,1.140982719697927,1.1679258813743556,1.1594640249417754,1.1507193055776188,1.1783773063263365,1.1869754629305005,1.1823397611085453,1.2032454217297772,1.2156769826526417,1.2144054925280263,1.219211788584814,1.233221426407146,1.2601761635754023,1.2627413765330078,1.2605500695480993,1.301988176171874,1.301132975473792,1.3443873449815726,1.3296877002503389,1.369504204178672,1.3632876556398719,1.3763028520114904,1.395686000465039
1.1397159684473854,1.1433869918378796,1.136455398397581,1.1181869308490833,1.140941054760965,1.1390890719135796,1.1527722518234722,1.1433561964302081,1.1335510172667362,1.1536945007971764,1.168899004779332,1.1656244718106206,1.1589281680890917,1.193203834786334,1.1998778347653776,1.2307674052181556,1.237089536308836,1.229539189153435,1.2407269574279844,1.258148098695771,1.2809735643095093,1.2878789772006367,1.3048913734408916,1.3061880871140392,1.314938030335146,1.3311266473566095,1.358034212645804,1.360896114445865,1.3873131864766524,1.4046624460556323
1.1261011714715041,1.127089808298165,1.1585770207042803,1.1504153590218713,1.1439502459894912,1.1478359572578407,1.1389491110575967,1.1611541170453137,1.1723141658267706,1.176746693715858,1.1909745821812654,1.1859252861977705,1.1893615288805326,1.2049476682158122,1.1984261772050993,1.2056802301314518,1.2157907018624803,1.2505934323894592,1.2332394626106677,1.2834592226729786,1.2889439999809111,1.275400304512036,1.310323550486857,1.3240790403264753,1.319999229687498,1.3427425816625997,1.3654361953745306,1.3762220093352138,1.391561936952878,1.4106078729079392
1.1403158919635035,1.1362908571245698,1.1393142661595836,1.1401151480387761,1.1460973253220954,1.1685036114617517,1.154152916412857,1.157750671713816,1.169616213791027,1.1755049906118649,1.185183932506365,1.1991248953934044,1.1922777814813157,1.2236489522153722,1.2058189765000897,1.2102612151818815,1.210450142410451,1.2500774583057612,1.2699728759449154,1.2605373331390952,1.2956282139308462,1.2945407003112204,1.3044214874588331,1.335396575700808,1.3351092979031947,1.3476855939015264,1.3714184851702875,1.4037431907916114,1.3828351328807573,1.3894991824263996
1.1453855100910424,1.132665160283428,1.1599901124794298,1.1663033819371091,1.1497990869239152,1.1560207349021416,1.1574288821972978,1.178903817000139,1.169843473924954,1.1840258511581427,1.1911091133920733,1.1884704332917995,1.2059116684838258,1.223912018141206,1.2152569965770468,1.2326606572878174,1.2368797639474176,1.2442100681570103,1.2704153889274319,1.2683991268689674,1.2862976190090873,1.315590014872934,1.3240635909781369,1.3216629273566836,1.3305659547237347,1.354323904814333,1.3551120222865314,1.3733118268892601,1.393942939204629,1.444546509403952
1.1339011423000398,1.1482543159287806,1.1529958008686862,1.167564594370675,1.1655775697216997,1.1739932453476705,1.1774965492137017,1.1679799858283584,1.1837502482552966,1.1939813123177971,1.19201831783092,1.2267235497599422,1.2131491526004765,1.2102338446102774,1.2444455147019222,1.2402309047788243,1.2413782736532855,1.2661943433061842,1.2682246055210633,1.2681618145302513,1.297864144028188,1.3096914269835995,1.3250958335208385,1.334666794441062,1.3414782978972524,1.38240314232652,1.3876792532848294,1.3942264734305618,1.3990515615342658,1.4209943232887545
1.1565112970101061,1.1724261267604004,1.1797049197415905,1.1732522243470473,1.1860456129056114,1.1833589269687734,1.1776178069520824,1.191689052681968,1.197575768041113,1.1849894745229774,1.2142817380824467,1.2101230391304825,1.2308085545038987,1.2466753721723378,1.2548379518167285,1.236476820675669,1.2482959514551621,1.2703223375911508,1.2671684454456784,1.2879778023116595,1.3126477551040021,1.3034905148025284,1.3260995874482135,1.3076543236720288,1.3535937332639256,1.388806352670432,1.4003575772377148,1.4113338676034863,1.4167101256253973,1.4320519520536417
1.1793384792085972,1.1906444897531197,1.1697669106776325,1.180345132299735,1.1918189511307595,1.1952907887254853,1.1859265614972094,1.1993920738079797,1.196732854731281,1.21585230329303,1.2254082975964304,1.2200111393887272,1.2244876613485285,1.2590563940126644,1.2508123753574594,1.2396346760612271,1.2650799714694827,1.2629547079273709,1.279650994266233,1.2962592894755158,1.3146447942428352,1.3158143295513731,1.3376701210663569,1.3526610109892254,1.3682186099461702,1.3801090295367946,1.390679010865935,1.403914427506695,1.4207595646678877,1.4517370806950585
